_id,name,url,crawled_at,in_stock,price,brand,mpn,gtin13,currency,breadcrumbs,images,epid,raw_product_description,product_descrition,source
92a8fe90-d8b2-5376-9aa3-1eb5e7c3c0d4,"Raa1006y Spinner 2 Blade Yellow 69mm/2.75"" Ractive",https://www.ebay.co.uk/p/2028885141,"08/01/2021, 23:31:46",True,1.84,Ractive,,5055426740295,GBP,eBay ~ Toys & Games ~ Radio Control & RC Toys ~ RC Model Vehicle Parts & Accs ~ Body Parts & Interior ~ Aeroplanes,https://i.ebayimg.com/images/g/9sgAAOSwx1ReQZjF/s-l640.jpg ~ https://i.ebayimg.com/images/g/DhIAAOSwlyVeREb3/s-l64.jpg,2028885141,"<section class=""product-spectification""><div class=""spec-row""><h2><!--F#f_3--><!--F#2-->Product Identifiers<!--F/--><!--F/--></h2><ul><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Brand<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->Ractive<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->GTIN<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->5055426740295<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->UPC<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->5055426740295<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->eBay Product ID (ePID)<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->2028885141<!--F/--><!--F/--></div></li></ul></div><div class=""spec-row""><h2><!--F#f_3--><!--F#2-->Product Key Features<!--F/--><!--F/--></h2><ul><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Colour<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->Yellow<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Type<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->Spinners<!--F/--><!--F/--></div></li></ul></div></section>",Product IdentifiersBrandRactiveGTIN5055426740295UPC5055426740295eBay Product ID (ePID)2028885141Product Key FeaturesColourYellowTypeSpinners,https://www.ebay.co.uk/
77a726b4-4713-544e-a0b2-e2ac62d81c72,Samsung Galaxy Tab 3 Battery T4000E 4000 mAh,https://www.ebay.co.uk/p/2029324220,"08/01/2021, 23:31:46",True,7.45,Samsung,T4000E,5053021013813,GBP,eBay ~ Mobile Phones & Communication ~ Mobile Phone Accessories ~ Batteries,https://i.ebayimg.com/images/g/y84AAOSwD55cyTsV/s-l640.jpg,2029324220,"<section class=""product-spectification""><div class=""spec-row""><h2><!--F#f_3--><!--F#2-->Product Identifiers<!--F/--><!--F/--></h2><ul><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Brand<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->Samsung<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->MPN<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->T4000E<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->GTIN<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->5712505616048, 5055696143239, 5053021013813<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->UPC<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->5712505616048, 5055696143239, 5053021013813<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->eBay Product ID (ePID)<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->2029324220<!--F/--><!--F/--></div></li></ul></div><div class=""spec-row""><h2><!--F#f_3--><!--F#2-->Product Key Features<!--F/--><!--F/--></h2><ul><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Compatible Brand<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->For Samsung<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Item Depth<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->Galaxy Tab 3<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Design/Finish<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->Matt, Glossy<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Connectivity<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->Wired/Phone Antenna Port<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Colour<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->White<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Number of Ports<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->1<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Features<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->OEM<!--F/--><!--F/--></div></li></ul></div><div class=""spec-row""><h2><!--F#f_3--><!--F#2-->Dimensions<!--F/--><!--F/--></h2><ul><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Item Weight<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->50 g<!--F/--><!--F/--></div></li></ul></div></section>","Product IdentifiersBrandSamsungMPNT4000EGTIN5712505616048, 5055696143239, 5053021013813UPC5712505616048, 5055696143239, 5053021013813eBay Product ID (ePID)2029324220Product Key FeaturesCompatible BrandFor SamsungItem DepthGalaxy Tab 3Design/FinishMatt, GlossyConnectivityWired/Phone Antenna PortColourWhiteNumber of Ports1FeaturesOEMDimensionsItem Weight50 g",https://www.ebay.co.uk/
9d5777e3-c60f-549e-bfe3-00a7e9975cb5,4p Copper Crystal Binding Post for Speaker Amplifier 4mm Banana Plug Connector,https://www.ebay.co.uk/p/2048768540,"08/01/2021, 23:31:47",True,10.03,Areyourshop,I002A0134PCS,,GBP,"eBay ~ Business, Office & Industrial ~ Electrical Equipment & Supplies ~ Wire, Cable & Conduit ~ Wire Connectors & Terminal Blocks ~ Wire & Cable Connectors",https://i.ebayimg.com/images/g/K6AAAOSwq39fjk~D/s-l640.jpg ~ https://i.ebayimg.com/images/g/GpMAAOSwbFdfjk~E/s-l640.jpg ~ https://i.ebayimg.com/images/g/FO4AAOSwiChfjk~F/s-l640.jpg,2048768540,"<section class=""product-spectification""><div class=""spec-row""><h2><!--F#f_3--><!--F#2-->Product Identifiers<!--F/--><!--F/--></h2><ul><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Brand<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->Areyourshop<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->MPN<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->I002A0134PCS<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->eBay Product ID (ePID)<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->2048768540<!--F/--><!--F/--></div></li></ul></div><div class=""spec-row""><h2><!--F#f_3--><!--F#2-->Product Key Features<!--F/--><!--F/--></h2><ul><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Colour<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->Red<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Material<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->Copper<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Type<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->Banana Connector<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Connector Style<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->Binding Post<!--F/--><!--F/--></div></li></ul></div></section>",Product IdentifiersBrandAreyourshopMPNI002A0134PCSeBay Product ID (ePID)2048768540Product Key FeaturesColourRedMaterialCopperTypeBanana ConnectorConnector StyleBinding Post,https://www.ebay.co.uk/
ddef8aaf-4390-5fe3-8dc6-2776f594398a,Hankook 2020363,https://www.ebay.co.uk/p/2036073072,"08/01/2021, 23:31:47",True,77.1,Hankook,2020363,8808563386928,GBP,"eBay ~ Vehicle Parts & Accessories ~ Car Wheels, Tyres & Trims ~ Tyres",,2036073072,"<section class=""product-spectification""><div class=""spec-row""><h2><!--F#f_3--><!--F#2-->Product Identifiers<!--F/--><!--F/--></h2><ul><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Brand<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->Hankook<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->MPN<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->2020363<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->GTIN<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->8808563386928<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->UPC<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->8808563386928<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->eBay Product ID (ePID)<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->2036073072<!--F/--><!--F/--></div></li></ul></div><div class=""spec-row""><h2><!--F#f_3--><!--F#2-->Product Key Features<!--F/--><!--F/--></h2><ul><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Speed Rating<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->S: max 112 mph<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Load Index<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->112<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Tyre Width<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->225<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Fitting Included<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->No<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Wet grip performance (A-G)<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->C<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Rim Diameter<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->15<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Aspect Ratio<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->70<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Tyre fuel efficiency (A-G)<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->E<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->External rolling noise (dB; class)<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->70<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Type<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->Summer<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Model<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->VANTRA LT RA18<!--F/--><!--F/--></div></li></ul></div><div class=""spec-row""><h2><!--F#f_3--><!--F#2-->Dimensions<!--F/--><!--F/--></h2><ul><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Weight<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->14 Kg<!--F/--><!--F/--></div></li></ul></div></section>",Product IdentifiersBrandHankookMPN2020363GTIN8808563386928UPC8808563386928eBay Product ID (ePID)2036073072Product Key FeaturesSpeed RatingS: max 112 mphLoad Index112Tyre Width225Fitting IncludedNoWet grip performance (A-G)CRim Diameter15Aspect Ratio70Tyre fuel efficiency (A-G)EExternal rolling noise (dB; class)70TypeSummerModelVANTRA LT RA18DimensionsWeight14 Kg,https://www.ebay.co.uk/
976c7c30-dd05-50c9-9c1e-c45fccfe82cd,Groov-e Kissing Face Headphones Stereo Gvemj24 Earmoji's Earphones Earbuds,https://www.ebay.co.uk/p/2056151289,"08/01/2021, 23:31:47",True,8.81,Groove,GVEMJ14,5060108294102,GBP,eBay ~ Sound & Vision ~ Portable Audio & Headphones ~ Headphones,https://i.ebayimg.com/images/g/ZSAAAOSwc2FaO8fl/s-l640.jpg ~ https://i.ebayimg.com/images/g/cMYAAOSw7q5d0zU1/s-l64.jpg ~ https://i.ebayimg.com/images/g/ue0AAOSwIWBd0zU1/s-l64.jpg ~ https://i.ebayimg.com/images/g/DXgAAOSwkYld0zU2/s-l64.jpg,2056151289,"<section class=""product-spectification""><div class=""spec-row""><h2><!--F#f_3--><!--F#2-->Product Identifiers<!--F/--><!--F/--></h2><ul><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Brand<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->Groove<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->MPN<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->GVEMJ14<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->GTIN<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->5060108294102<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->UPC<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->5060108294102<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->eBay Product ID (ePID)<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->2056151289<!--F/--><!--F/--></div></li></ul></div><div class=""spec-row""><h2><!--F#f_3--><!--F#2-->Product Key Features<!--F/--><!--F/--></h2><ul><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Year Manufactured<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->2010s<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Connectivity<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->3.5mm Jack<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Colour<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->Black, Yellow, Multicoloured<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Form Factor<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->Headband<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Features<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->Adjustable Headband, Stereo<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Microphone Type<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->Built-In<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Number of Earpieces<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->Double<!--F/--><!--F/--></div></li></ul></div><div class=""spec-row""><h2><!--F#f_3--><!--F#2-->Dimensions<!--F/--><!--F/--></h2><ul><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Weight<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->0.49 pounds<!--F/--><!--F/--></div></li></ul></div></section>","Product IdentifiersBrandGrooveMPNGVEMJ14GTIN5060108294102UPC5060108294102eBay Product ID (ePID)2056151289Product Key FeaturesYear Manufactured2010sConnectivity3.5mm JackColourBlack, Yellow, MulticolouredForm FactorHeadbandFeaturesAdjustable Headband, StereoMicrophone TypeBuilt-InNumber of EarpiecesDoubleDimensionsWeight0.49 pounds",https://www.ebay.co.uk/
ed87708a-0b3f-52cd-b3bb-33e0c0dbf8bc,Matte Black Angry Eyes Headlight Trim Cover Bezels for Jeep Wrangler JK 07-16 B2,https://www.ebay.co.uk/p/2037630778,"08/01/2021, 23:31:47",True,16.02,Areyourshop,C116006BLACK,,GBP,eBay ~ Vehicle Parts & Accessories ~ Car Parts ~ External Lights & Indicators ~ Headlight Assemblies,https://i.ebayimg.com/images/g/mOgAAOSwd0dfjlGF/s-l640.jpg ~ https://i.ebayimg.com/images/g/OxoAAOSwhBtfjlGH/s-l640.jpg ~ https://i.ebayimg.com/images/g/IYQAAOSwex9fjlGI/s-l640.jpg ~ https://i.ebayimg.com/images/g/FhMAAOSwXwRfjlGK/s-l640.jpg,2037630778,"<section class=""product-spectification""><div class=""spec-row""><h2><!--F#f_3--><!--F#2-->Product Identifiers<!--F/--><!--F/--></h2><ul><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Brand<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->Areyourshop<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->MPN<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->C116006BLACK<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->eBay Product ID (ePID)<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->2037630778<!--F/--><!--F/--></div></li></ul></div></section>",Product IdentifiersBrandAreyourshopMPNC116006BLACKeBay Product ID (ePID)2037630778,https://www.ebay.co.uk/
0898aea4-1e3d-51be-9f64-eb991c753e10,Koch Chemie Nano Magic Shampoo 10kg Professional Size,https://www.ebay.co.uk/p/2035997079,"08/01/2021, 23:31:47",True,7.8,Koch Chemie,77702750,,GBP,eBay ~ Vehicle Parts & Accessories ~ Car Accessories ~ Car Care & Cleaning ~ Car Wash Soap,https://i.ebayimg.com/images/g/Wd0AAOSwq6RgxL8M/s-l640.jpg ~ https://i.ebayimg.com/images/g/bwoAAOSwMGBgxL8O/s-l640.jpg ~ https://i.ebayimg.com/images/g/XkoAAOSwZfBgxL8Y/s-l640.jpg,2035997079,"<section class=""product-spectification""><div class=""spec-row""><h2><!--F#f_3--><!--F#2-->Product Identifiers<!--F/--><!--F/--></h2><ul><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Brand<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->Koch Chemie<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->MPN<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->77702750<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->eBay Product ID (ePID)<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->2035997079<!--F/--><!--F/--></div></li></ul></div><div class=""spec-row""><h2><!--F#f_3--><!--F#2-->Dimensions<!--F/--><!--F/--></h2><ul><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Height<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->250<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Width<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->70<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Volume<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->750ml<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Length<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->70<!--F/--><!--F/--></div></li></ul></div></section>",Product IdentifiersBrandKoch ChemieMPN77702750eBay Product ID (ePID)2035997079DimensionsHeight250Width70Volume750mlLength70,https://www.ebay.co.uk/
309d55f0-4f69-5e04-8d41-2dd2fded3f14,MERCEDES C Class W205 2015 RHD Rear Door Right off Side in Blue A2059004721,https://www.ebay.co.uk/p/2056353399,"08/01/2021, 23:31:47",True,30.0,Mercedes-Benz,A2059004721,,GBP,eBay ~ Vehicle Parts & Accessories ~ Car Parts ~ Electrical Components ~ ECUs/Computers,https://i.ebayimg.com/images/g/6xcAAOSwf75cjqJT/s-l640.jpg ~ https://i.ebayimg.com/images/g/~IEAAOSwHDdcjqJW/s-l640.jpg ~ https://i.ebayimg.com/images/g/sxEAAOSwl7pcjqJY/s-l640.jpg,2056353399,"<section class=""product-spectification""><div class=""spec-row""><h2><!--F#f_3--><!--F#2-->Product Identifiers<!--F/--><!--F/--></h2><ul><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Brand<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->Mercedes-Benz<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Manufacturer Part Number<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->A2059004721<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->eBay Product ID (ePID)<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->2056353399<!--F/--><!--F/--></div></li></ul></div><div class=""spec-row""><h2><!--F#f_3--><!--F#2-->Product Key Features<!--F/--><!--F/--></h2><ul><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Classic Car Part<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->No<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Reference OE/OEM Number<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->A2059004721, Benz<!--F/--><!--F/--></div></li></ul></div></section>","Product IdentifiersBrandMercedes-BenzManufacturer Part NumberA2059004721eBay Product ID (ePID)2056353399Product Key FeaturesClassic Car PartNoReference OE/OEM NumberA2059004721, Benz",https://www.ebay.co.uk/
015f6ff9-d38b-5cfc-b98e-7397d2fe5059,18463 V Parts Kit of Springs Clutch Yamaha,https://www.ebay.co.uk/p/2073800597,"08/01/2021, 23:31:47",True,14.28,Tecnium,,8430525184633,GBP,eBay ~ Vehicle Parts & Accessories ~ Motorcycle Parts ~ Other Motorcycle Parts,https://i.ebayimg.com/images/g/uskAAOSwo4pYMOSj/s-l640.jpg,2073800597,"<section class=""product-spectification""><div class=""spec-row""><h2><!--F#f_3--><!--F#2-->Product Identifiers<!--F/--><!--F/--></h2><ul><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Brand<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->Tecnium<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->GTIN<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->8430525184633<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->UPC<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->8430525184633<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->eBay Product ID (ePID)<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->2073800597<!--F/--><!--F/--></div></li></ul></div></section>",Product IdentifiersBrandTecniumGTIN8430525184633UPC8430525184633eBay Product ID (ePID)2073800597,https://www.ebay.co.uk/
1316b9d1-aa79-58cc-a265-8e9a5772ae48,Ahead 14inch Donut Big Fat Snare Drum Abfsd14-don,https://www.ebay.co.uk/p/2059208551,"08/01/2021, 23:31:47",True,25.22,Ahead,,0638317780973,GBP,eBay ~ Musical Instruments ~ Percussion ~ Parts ~ Skins & Heads,https://i.ebayimg.com/images/g/V9kAAOSwm8ZeQopd/s-l640.jpg ~ https://i.ebayimg.com/images/g/vmoAAOSwcexZps8S/s-l64.jpg,2059208551,"<section class=""product-spectification""><div class=""spec-row""><h2><!--F#f_3--><!--F#2-->Product Identifiers<!--F/--><!--F/--></h2><ul><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Brand<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->Ahead<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->GTIN<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->0638317780973<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->UPC<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->0638317780973<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->eBay Product ID (ePID)<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->2059208551<!--F/--><!--F/--></div></li></ul></div><div class=""spec-row""><h2><!--F#f_3--><!--F#2-->Product Key Features<!--F/--><!--F/--></h2><ul><li class><div class=""s-name""><!--F#f_3--><!--F#2-->For Instrument<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->Snare Drum, Tom<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Model<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->ABFSD14-DON<!--F/--><!--F/--></div></li></ul></div><div class=""spec-row""><h2><!--F#f_3--><!--F#2-->Dimensions<!--F/--><!--F/--></h2><ul><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Item Height<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->14 in<!--F/--><!--F/--></div></li><li class><div class=""s-name""><!--F#f_3--><!--F#2-->Item Weight<!--F/--><!--F/--></div><div class=""s-value""><!--F#f_3--><!--F#2-->181 g<!--F/--><!--F/--></div></li></ul></div></section>","Product IdentifiersBrandAheadGTIN0638317780973UPC0638317780973eBay Product ID (ePID)2059208551Product Key FeaturesFor InstrumentSnare Drum, TomModelABFSD14-DONDimensionsItem Height14 inItem Weight181 g",https://www.ebay.co.uk/
